state,method,weight_factor,minority_threshold,district_id,minority_pct,is_mm,polsby_popper,reock,convex_hull_ratio,internal_edges,num_tracts
AL,baseline,1.0,,0,0.366289304316047,False,0.30256637034565675,0.6118217850294492,0.8312557202506028,607,201
AL,baseline,1.0,,1,0.49044342135121627,False,0.17618082180897612,0.6044457058466607,0.7751011626827425,683,239
AL,baseline,1.0,,2,0.3945821235712733,False,0.20621206228839745,0.646051930747282,0.7344530775309994,577,212
AL,baseline,1.0,,3,0.32803472233829767,False,0.22117832179581137,0.5308272753338156,0.7936879895327367,564,201
AL,baseline,1.0,,4,0.4343251982500268,False,0.21716566127520395,0.5548653507406832,0.733169592979918,585,198
AL,baseline,1.0,,5,0.3050072025031833,False,0.27698485708740156,0.6184678031407608,0.7946281465812234,529,186
AL,baseline,1.0,,6,0.2626516574427707,False,0.23942704772534748,0.6194444574848246,0.7251368390286452,551,200
GA,baseline,1.0,,0,0.7690249691073495,True,0.21078166979262022,0.4467254419893027,0.6906949642819855,677,234
GA,baseline,1.0,,1,0.7598389993803646,True,0.17273170123580003,0.4940533825513789,0.7167679386340328,505,181
GA,baseline,1.0,,2,0.4484570314031955,False,0.20993392185663767,0.483496954053457,0.7679557237718623,570,201
GA,baseline,1.0,,3,0.48089933470253793,False,0.1402366512871386,0.637140217401233,0.7163714766804157,597,213
GA,baseline,1.0,,4,0.450961203016164,False,0.12108864916991154,0.5135116428670871,0.6771294043127235,548,200
GA,baseline,1.0,,5,0.4336226907888022,False,0.27177137413601465,0.5775481603617109,0.7846708433046059,657,227
GA,baseline,1.0,,6,0.4768515791967187,False,0.16749655296313043,0.5146822805777754,0.6897865803914389,684,239
GA,baseline,1.0,,7,0.6042007933265547,True,0.19622694031132212,0.5542697876027343,0.7032147884508508,647,217
GA,baseline,1.0,,8,0.4344294922744221,False,0.2780257759888519,0.6239090553298174,0.8172720941102241,536,182
GA,baseline,1.0,,9,0.43050968222669683,False,0.2189979846277682,0.5711104219569539,0.7420828673834696,482,171
GA,baseline,1.0,,10,0.6158228361179174,True,0.2308605666818286,0.5511164377284726,0.7985705384914601,537,183
GA,baseline,1.0,,11,0.5623907491338435,True,0.2521203788441284,0.6399430397414041,0.7842745263137489,492,168
GA,baseline,1.0,,12,0.24145098433709283,False,0.20961968384068588,0.6631493450069297,0.8213680721308173,492,185
GA,baseline,1.0,,13,0.28388868421946484,False,0.18188049262296382,0.5764410400920595,0.7421700961320179,540,195
LA,baseline,1.0,,0,0.47936180632523134,False,0.28822658404385537,0.6268689447204827,0.786125334842186,572,187
LA,baseline,1.0,,1,0.5238466384362387,True,0.09436626200133867,0.2761819842268209,0.38756815984183407,854,283
LA,baseline,1.0,,2,0.45216809866694496,False,0.17426935757456485,0.5172120249916962,0.672068576289988,660,227
LA,baseline,1.0,,3,0.47767842204564703,False,0.38543417097469235,0.6905144181096351,0.9145854262487401,670,232
LA,baseline,1.0,,4,0.35325473230445564,False,0.17613144142457846,0.5296256476435645,0.7154141540354936,645,223
LA,baseline,1.0,,5,0.3686499000207298,False,0.1486195079369689,0.5345819585402412,0.7547792139746399,672,236
MS,baseline,1.0,,0,0.5255337588284844,True,0.25757195297791374,0.6971193383410379,0.8605124306086054,601,213
MS,baseline,1.0,,1,0.3454003297874208,False,0.3950208437027169,0.7656510790615889,0.9126964858480706,715,237
MS,baseline,1.0,,2,0.3766271364833018,False,0.27498726569954024,0.6791888830288582,0.8088581697763338,555,201
MS,baseline,1.0,,3,0.538227083996998,True,0.20857295127750433,0.5979840256781154,0.7938103254973146,623,227
SC,baseline,1.0,,0,0.3658635099018577,False,0.16964843538643873,0.5945661269812268,0.6392298312999214,475,174
SC,baseline,1.0,,1,0.33091831785586084,False,0.3844393691204367,0.6990675602317387,0.8731252876659775,519,174
SC,baseline,1.0,,2,0.28304529377020515,False,0.2735950723114476,0.5970284783130395,0.7777575256965811,589,201
SC,baseline,1.0,,3,0.37405189620758483,False,0.25906512858583364,0.6054564068310575,0.8068438713912752,484,166
SC,baseline,1.0,,4,0.3769240740361721,False,0.2567628062056354,0.6546631201496487,0.789329077914293,555,194
SC,baseline,1.0,,5,0.46321461179736406,False,0.19871650841484817,0.6697597753566357,0.7790891500746842,610,214
SC,baseline,1.0,,6,0.4584787150263601,False,0.12567296132913985,0.4413133133462389,0.6213250962935929,605,200
AL,edge_weighted,1.0,0.4,0,0.366289304316047,False,0.30256637034565675,0.6118217850294492,0.8312557202506028,607,201
AL,edge_weighted,1.0,0.4,1,0.49044342135121627,False,0.17618082180897612,0.6044457058466607,0.7751011626827425,683,239
AL,edge_weighted,1.0,0.4,2,0.3945821235712733,False,0.20621206228839745,0.646051930747282,0.7344530775309994,577,212
AL,edge_weighted,1.0,0.4,3,0.32803472233829767,False,0.22117832179581137,0.5308272753338156,0.7936879895327367,564,201
AL,edge_weighted,1.0,0.4,4,0.4343251982500268,False,0.21716566127520395,0.5548653507406832,0.733169592979918,585,198
AL,edge_weighted,1.0,0.4,5,0.3050072025031833,False,0.27698485708740156,0.6184678031407608,0.7946281465812234,529,186
AL,edge_weighted,1.0,0.4,6,0.2626516574427707,False,0.23942704772534748,0.6194444574848246,0.7251368390286452,551,200
AL,edge_weighted,1.0,0.45,0,0.366289304316047,False,0.30256637034565675,0.6118217850294492,0.8312557202506028,607,201
AL,edge_weighted,1.0,0.45,1,0.49044342135121627,False,0.17618082180897612,0.6044457058466607,0.7751011626827425,683,239
AL,edge_weighted,1.0,0.45,2,0.3945821235712733,False,0.20621206228839745,0.646051930747282,0.7344530775309994,577,212
AL,edge_weighted,1.0,0.45,3,0.32803472233829767,False,0.22117832179581137,0.5308272753338156,0.7936879895327367,564,201
AL,edge_weighted,1.0,0.45,4,0.4343251982500268,False,0.21716566127520395,0.5548653507406832,0.733169592979918,585,198
AL,edge_weighted,1.0,0.45,5,0.3050072025031833,False,0.27698485708740156,0.6184678031407608,0.7946281465812234,529,186
AL,edge_weighted,1.0,0.45,6,0.2626516574427707,False,0.23942704772534748,0.6194444574848246,0.7251368390286452,551,200
AL,edge_weighted,1.0,0.5,0,0.366289304316047,False,0.30256637034565675,0.6118217850294492,0.8312557202506028,607,201
AL,edge_weighted,1.0,0.5,1,0.49044342135121627,False,0.17618082180897612,0.6044457058466607,0.7751011626827425,683,239
AL,edge_weighted,1.0,0.5,2,0.3945821235712733,False,0.20621206228839745,0.646051930747282,0.7344530775309994,577,212
AL,edge_weighted,1.0,0.5,3,0.32803472233829767,False,0.22117832179581137,0.5308272753338156,0.7936879895327367,564,201
AL,edge_weighted,1.0,0.5,4,0.4343251982500268,False,0.21716566127520395,0.5548653507406832,0.733169592979918,585,198
AL,edge_weighted,1.0,0.5,5,0.3050072025031833,False,0.27698485708740156,0.6184678031407608,0.7946281465812234,529,186
AL,edge_weighted,1.0,0.5,6,0.2626516574427707,False,0.23942704772534748,0.6194444574848246,0.7251368390286452,551,200
AL,edge_weighted,1.0,0.55,0,0.366289304316047,False,0.30256637034565675,0.6118217850294492,0.8312557202506028,607,201
AL,edge_weighted,1.0,0.55,1,0.49044342135121627,False,0.17618082180897612,0.6044457058466607,0.7751011626827425,683,239
AL,edge_weighted,1.0,0.55,2,0.3945821235712733,False,0.20621206228839745,0.646051930747282,0.7344530775309994,577,212
AL,edge_weighted,1.0,0.55,3,0.32803472233829767,False,0.22117832179581137,0.5308272753338156,0.7936879895327367,564,201
AL,edge_weighted,1.0,0.55,4,0.4343251982500268,False,0.21716566127520395,0.5548653507406832,0.733169592979918,585,198
AL,edge_weighted,1.0,0.55,5,0.3050072025031833,False,0.27698485708740156,0.6184678031407608,0.7946281465812234,529,186
AL,edge_weighted,1.0,0.55,6,0.2626516574427707,False,0.23942704772534748,0.6194444574848246,0.7251368390286452,551,200
AL,edge_weighted,5.0,0.4,0,0.26269550860126284,False,0.151137947728615,0.5154678472633016,0.6652985139487009,555,203
AL,edge_weighted,5.0,0.4,1,0.2360294496789829,False,0.2403334057392375,0.5971263514997337,0.796130260558216,558,202
AL,edge_weighted,5.0,0.4,2,0.3230923322224656,False,0.2987532492568078,0.7147154589522972,0.865878121747466,533,182
AL,edge_weighted,5.0,0.4,3,0.38226704307267634,False,0.14748947365046725,0.5290557629699797,0.6568518178960684,626,233
AL,edge_weighted,5.0,0.4,4,0.508297658686116,True,0.3048269268716036,0.6882771137941165,0.810185116259965,632,219
AL,edge_weighted,5.0,0.4,5,0.36558216433005414,False,0.24399685420885533,0.4974207204174115,0.7386903004803343,607,201
AL,edge_weighted,5.0,0.4,6,0.5030436156455625,True,0.20866449098198167,0.6232911456030493,0.8047246256524193,589,197
AL,edge_weighted,5.0,0.45,0,0.30632798970995206,False,0.3396381322638193,0.6586643570675628,0.8514414216825231,533,184
AL,edge_weighted,5.0,0.45,1,0.5062454344201505,True,0.08119344525723327,0.41760860720083776,0.5438971137383685,575,202
AL,edge_weighted,5.0,0.45,2,0.28069417581253797,False,0.2799035545682297,0.5268972505095165,0.8554106836066386,581,206
AL,edge_weighted,5.0,0.45,3,0.3832016788560353,False,0.26525929113386265,0.5795165359420403,0.7601384018040303,610,217
AL,edge_weighted,5.0,0.45,4,0.5355647079619904,True,0.17105185784475946,0.516195471287788,0.7621228661104138,659,230
AL,edge_weighted,5.0,0.45,5,0.3702718721454819,False,0.30636477159991027,0.6204623515457914,0.8177777584836895,617,203
AL,edge_weighted,5.0,0.45,6,0.19935625066129095,False,0.2490905455916537,0.6136121651063214,0.7934234793926705,547,195
AL,edge_weighted,5.0,0.5,0,0.31022635126662523,False,0.1581768243668297,0.4443487254219543,0.6913458147176293,548,201
AL,edge_weighted,5.0,0.5,1,0.19162506237159813,False,0.09858376587497596,0.46519024326468966,0.6229237137888862,537,207
AL,edge_weighted,5.0,0.5,2,0.3201626839795518,False,0.18582748794558632,0.606194170549884,0.7677173131139551,518,180
AL,edge_weighted,5.0,0.5,3,0.4235857641981038,False,0.1833576338927076,0.5971570442702033,0.8206120465167849,618,224
AL,edge_weighted,5.0,0.5,4,0.47016277130290834,False,0.1769857921361638,0.5175589452389439,0.7351857087495999,634,222
AL,edge_weighted,5.0,0.5,5,0.3615350509053086,False,0.14278272811930864,0.547205967230098,0.6773532594483862,610,204
AL,edge_weighted,5.0,0.5,6,0.504271836269277,True,0.08653959107459334,0.42888951095389777,0.5990446736058389,569,199
AL,edge_weighted,5.0,0.55,0,0.297283485070865,False,0.13312970796835155,0.5431911645701447,0.6493378181282099,504,182
AL,edge_weighted,5.0,0.55,1,0.5327195611635915,True,0.057517715651184076,0.3876794678515594,0.49973212744807527,534,206
AL,edge_weighted,5.0,0.55,2,0.24325043353506934,False,0.07745482210267174,0.4977252020342766,0.6633360833138039,476,198
AL,edge_weighted,5.0,0.55,3,0.4973343329004353,False,0.11856793645224158,0.5080993400584877,0.6642306235049134,569,211
AL,edge_weighted,5.0,0.55,4,0.42421587987733717,False,0.08808222458390173,0.597523139301489,0.7246487608526446,595,236
AL,edge_weighted,5.0,0.55,5,0.35610922973151515,False,0.09016370249185059,0.3648672816606687,0.5401829803595464,582,202
AL,edge_weighted,5.0,0.55,6,0.2306688476816016,False,0.12188484461572853,0.5323859723216198,0.6662290273842827,544,202
AL,edge_weighted,10.0,0.4,0,0.3372680505792636,False,0.1428419360390993,0.5769149686023609,0.688962917929089,512,181
AL,edge_weighted,10.0,0.4,1,0.34454979404161484,False,0.21347431009216292,0.5028783413430767,0.7242797230335996,583,211
AL,edge_weighted,10.0,0.4,2,0.17262506501275157,False,0.1301884377828454,0.49897658387233307,0.6882543700022398,527,197
AL,edge_weighted,10.0,0.4,3,0.3680283518798166,False,0.3005485107483899,0.6382368392782348,0.8337430343577592,610,203
AL,edge_weighted,10.0,0.4,4,0.4639941725477415,False,0.18071947383631887,0.49023668370602697,0.7420455890032414,613,214
AL,edge_weighted,10.0,0.4,5,0.4979713695169563,False,0.18513650203023585,0.6114293525528667,0.7596084433397461,591,199
AL,edge_weighted,10.0,0.4,6,0.3968301331165617,False,0.20333880306169094,0.5878315186618498,0.789917975852046,638,232
AL,edge_weighted,10.0,0.45,0,0.31866409200830315,False,0.11760117143939214,0.42861568028184566,0.5559638304376318,493,187
AL,edge_weighted,10.0,0.45,1,0.3296924912335472,False,0.19288341312858717,0.5848007953260649,0.7888757555664552,527,189
AL,edge_weighted,10.0,0.45,2,0.21789245338116892,False,0.2793759558286619,0.6793005690785656,0.8653855882320927,567,203
AL,edge_weighted,10.0,0.45,3,0.4162152970397772,False,0.148126285659831,0.46749908053575245,0.654429689014159,639,233
AL,edge_weighted,10.0,0.45,4,0.3650253270744961,False,0.25547563013416885,0.6148913342644632,0.8018300504836519,600,200
AL,edge_weighted,10.0,0.45,5,0.5002229927861833,True,0.21734129684205092,0.6212863010100406,0.7765026186017209,629,220
AL,edge_weighted,10.0,0.45,6,0.43420156468279447,False,0.1103388445159959,0.4041295827324108,0.6276393814338759,563,205
AL,edge_weighted,10.0,0.5,0,0.3875597619007771,False,0.21537174079055607,0.661446803330416,0.7478036130566628,582,210
AL,edge_weighted,10.0,0.5,1,0.3573673522578235,False,0.11401800486519927,0.42680936926516655,0.5747374135665256,601,204
AL,edge_weighted,10.0,0.5,2,0.5589297729682139,True,0.17462690639991668,0.5413272787843176,0.7349152767602946,667,235
AL,edge_weighted,10.0,0.5,3,0.3176449607024378,False,0.27666234074933416,0.6448478113574589,0.8447680296946042,548,192
AL,edge_weighted,10.0,0.5,4,0.20008976322857705,False,0.26275687846549534,0.6455422644465825,0.8296290312971543,548,198
AL,edge_weighted,10.0,0.5,5,0.493616636402218,False,0.1396409234180634,0.49135007407332026,0.7020112977684145,589,198
AL,edge_weighted,10.0,0.5,6,0.2661693482129678,False,0.23677832400751433,0.6280540454503415,0.8599847696570219,562,200
AL,edge_weighted,10.0,0.55,0,0.48773618920472817,False,0.092421788948758,0.45353259361942044,0.5726937718560835,582,205
AL,edge_weighted,10.0,0.55,1,0.17845629836339053,False,0.20527281032016176,0.5641777249045611,0.708392690053163,569,205
AL,edge_weighted,10.0,0.55,2,0.33686668411760445,False,0.28700115281674277,0.567777473428928,0.8386450308736273,527,182
AL,edge_weighted,10.0,0.55,3,0.46886979529352335,False,0.30921476831743583,0.6676657712356592,0.8604579523296672,633,216
AL,edge_weighted,10.0,0.55,4,0.4100093336862488,False,0.13347815063907248,0.5682496592240512,0.6828863199133286,621,229
AL,edge_weighted,10.0,0.55,5,0.3700525516106999,False,0.20185263870395923,0.5686769443395483,0.7492024100593341,608,201
AL,edge_weighted,10.0,0.55,6,0.3297585413288307,False,0.15010173303276783,0.3837241845293695,0.6387442068671436,537,199
AL,edge_weighted,50.0,0.4,0,0.3347305247606156,False,0.19650335377313935,0.6690854540252607,0.736125196405479,521,180
AL,edge_weighted,50.0,0.4,1,0.5157214820762002,True,0.08269858585478067,0.36344938948909683,0.5394158601603852,558,203
AL,edge_weighted,50.0,0.4,2,0.17842737581557744,False,0.1728778453019063,0.6333487995699231,0.7497969881101638,566,209
AL,edge_weighted,50.0,0.4,3,0.5183835476209404,True,0.14143016881967221,0.5172604479956529,0.6717560673565506,606,218
AL,edge_weighted,50.0,0.4,4,0.253086987417966,False,0.13102274054573276,0.5316765652502273,0.7315361798500085,510,193
AL,edge_weighted,50.0,0.4,5,0.4127558566493162,False,0.1472657724052162,0.5073466146803634,0.7499072960107064,616,231
AL,edge_weighted,50.0,0.4,6,0.36865511531588585,False,0.27390521782640426,0.7111704030537189,0.8361818206883411,612,203
AL,edge_weighted,50.0,0.45,0,0.31032348773205354,False,0.14618673782348837,0.44026800003741534,0.7084937373206405,504,181
AL,edge_weighted,50.0,0.45,1,0.45277147469783524,False,0.0979078444039755,0.41160517617641096,0.5885660199021482,543,201
AL,edge_weighted,50.0,0.45,2,0.2637675829732463,False,0.09212134522387083,0.4758487416951295,0.576668943575029,497,199
AL,edge_weighted,50.0,0.45,3,0.36651656929867144,False,0.2770200625867353,0.5344211388088305,0.7551876828114177,606,200
AL,edge_weighted,50.0,0.45,4,0.38782545258113604,False,0.15649479564701177,0.5034276979278495,0.770305875032373,657,240
AL,edge_weighted,50.0,0.45,5,0.47685465318926457,False,0.17307357548123825,0.6849406571501394,0.7494606420686696,626,219
AL,edge_weighted,50.0,0.45,6,0.3236271996742153,False,0.08785613853260044,0.4534935844856316,0.6724422468679595,510,197
AL,edge_weighted,50.0,0.5,0,0.3523782035998277,False,0.16138196716645026,0.5022394007394003,0.6380305698865225,615,204
AL,edge_weighted,50.0,0.5,1,0.5570116916021655,True,0.20076631665812805,0.5484932279643565,0.7609396732560185,668,234
AL,edge_weighted,50.0,0.5,2,0.392796901965267,False,0.25114311417320767,0.6497600465328163,0.7769823739994788,576,208
AL,edge_weighted,50.0,0.5,3,0.4897552408563782,False,0.21006362301212825,0.5240774638786914,0.7356531780707657,600,200
AL,edge_weighted,50.0,0.5,4,0.27255198029119837,False,0.228800126802624,0.6056189646560889,0.8338740192254762,562,200
AL,edge_weighted,50.0,0.5,5,0.24197535329311332,False,0.23472674891883136,0.5418019128638631,0.7921505450746058,540,192
AL,edge_weighted,50.0,0.5,6,0.2749830298688247,False,0.24063493097295566,0.6952561059913225,0.8686794229592434,562,199
AL,edge_weighted,50.0,0.55,0,0.31563682236978596,False,0.19012577921986987,0.5283931851629016,0.7857976839900946,556,203
AL,edge_weighted,50.0,0.55,1,0.42821303332199745,False,0.1358709285594489,0.47276202050453947,0.653026501894267,612,226
AL,edge_weighted,50.0,0.55,2,0.4495529337072113,False,0.17896716144955827,0.593515882172032,0.7816859886367105,629,218
AL,edge_weighted,50.0,0.55,3,0.21317503823867634,False,0.3059092294558593,0.712065817184002,0.8386033508942906,548,195
AL,edge_weighted,50.0,0.55,4,0.3004292981351579,False,0.2911030020383287,0.7689869551039957,0.8785743639333307,546,193
AL,edge_weighted,50.0,0.55,5,0.50547702491127,True,0.1603861798696941,0.6089557586936013,0.7570570450879792,580,200
AL,edge_weighted,50.0,0.55,6,0.368804648480915,False,0.24427384172030073,0.5617377110279395,0.7611311943704877,612,202
AL,edge_weighted,100.0,0.4,0,0.32008560115993756,False,0.1955140976721699,0.6579129268340126,0.7829913160442484,527,185
AL,edge_weighted,100.0,0.4,1,0.5302437074396442,True,0.08254832282158218,0.4301160108645603,0.5796583869714896,596,210
AL,edge_weighted,100.0,0.4,2,0.18100363911759054,False,0.15978143209125847,0.5773148217661024,0.707415401497526,526,197
AL,edge_weighted,100.0,0.4,3,0.40952544124673185,False,0.14213009855310874,0.4588713810564472,0.6454862565943406,603,223
AL,edge_weighted,100.0,0.4,4,0.27463843724542747,False,0.22168475980753533,0.5476548238752982,0.7688809753106026,570,203
AL,edge_weighted,100.0,0.4,5,0.4950512956784747,False,0.3837670649503391,0.6738183265065643,0.8423821044852547,626,216
AL,edge_weighted,100.0,0.4,6,0.37078325810720175,False,0.3374030080580137,0.7124555037229657,0.8485930584937937,617,203
AL,edge_weighted,100.0,0.45,0,0.3524312740274416,False,0.09332772358887556,0.3627683931929781,0.4695424194717714,592,204
AL,edge_weighted,100.0,0.45,1,0.3354037526524202,False,0.24248895754959512,0.5875360126085549,0.8002935221506893,513,183
AL,edge_weighted,100.0,0.45,2,0.20652623631138373,False,0.13953837284328183,0.671298818155515,0.8232014282686131,510,197
AL,edge_weighted,100.0,0.45,3,0.5140733494697151,True,0.18179910568877575,0.5377937601665801,0.7078163019958265,603,214
AL,edge_weighted,100.0,0.45,4,0.3844631618848004,False,0.09260658423678145,0.4977806556930798,0.7634336261383395,603,236
AL,edge_weighted,100.0,0.45,5,0.5010721077820117,True,0.09748333612033562,0.42576018120869946,0.5773587783741388,569,202
AL,edge_weighted,100.0,0.45,6,0.28764630222391924,False,0.06474912431760274,0.47015875017917436,0.6640413405510279,496,201
AL,edge_weighted,100.0,0.5,0,0.3523782035998277,False,0.16138196716645026,0.5022394007394003,0.6380305698865225,615,204
AL,edge_weighted,100.0,0.5,1,0.5570116916021655,True,0.20076631665812805,0.5484932279643565,0.7609396732560185,668,234
AL,edge_weighted,100.0,0.5,2,0.392796901965267,False,0.25114311417320767,0.6497600465328163,0.7769823739994788,576,208
AL,edge_weighted,100.0,0.5,3,0.27255198029119837,False,0.228800126802624,0.6056189646560889,0.8338740192254762,562,200
AL,edge_weighted,100.0,0.5,4,0.4897552408563782,False,0.21006362301212825,0.5240774638786914,0.7356531780707657,600,200
AL,edge_weighted,100.0,0.5,5,0.24197535329311332,False,0.23472674891883136,0.5418019128638631,0.7921505450746058,540,192
AL,edge_weighted,100.0,0.5,6,0.2749830298688247,False,0.24063493097295566,0.6952561059913225,0.8686794229592434,562,199
AL,edge_weighted,100.0,0.55,0,0.33565375049782903,False,0.1338952126774823,0.4774210203249349,0.6450475931707333,564,207
AL,edge_weighted,100.0,0.55,1,0.5194745493550275,True,0.1174113036299626,0.534951282872038,0.6260233938975692,659,235
AL,edge_weighted,100.0,0.55,2,0.35854413610375124,False,0.088101873610142,0.4059025862335753,0.5284996550611308,506,198
AL,edge_weighted,100.0,0.55,3,0.23903213673784948,False,0.3226787655027997,0.6415890724334438,0.8160336282354239,525,190
AL,edge_weighted,100.0,0.55,4,0.2828367844007565,False,0.32220159199216375,0.7754126443378855,0.8818925607875205,569,199
AL,edge_weighted,100.0,0.55,5,0.48838093752133166,False,0.16298538732322687,0.5547329190889564,0.7121631346240158,586,201
AL,edge_weighted,100.0,0.55,6,0.3574987796516827,False,0.24455985410062425,0.5713136886877528,0.7149885156147566,623,207
GA,edge_weighted,1.0,0.4,0,0.7690249691073495,True,0.21078166979262022,0.4467254419893027,0.6906949642819855,677,234
GA,edge_weighted,1.0,0.4,1,0.7598389993803646,True,0.17273170123580003,0.4940533825513789,0.7167679386340328,505,181
GA,edge_weighted,1.0,0.4,2,0.4484570314031955,False,0.20993392185663767,0.483496954053457,0.7679557237718623,570,201
GA,edge_weighted,1.0,0.4,3,0.48089933470253793,False,0.1402366512871386,0.637140217401233,0.7163714766804157,597,213
GA,edge_weighted,1.0,0.4,4,0.450961203016164,False,0.12108864916991154,0.5135116428670871,0.6771294043127235,548,200
GA,edge_weighted,1.0,0.4,5,0.4336226907888022,False,0.27177137413601465,0.5775481603617109,0.7846708433046059,657,227
GA,edge_weighted,1.0,0.4,6,0.4768515791967187,False,0.16749655296313043,0.5146822805777754,0.6897865803914389,684,239
GA,edge_weighted,1.0,0.4,7,0.6042007933265547,True,0.19622694031132212,0.5542697876027343,0.7032147884508508,647,217
GA,edge_weighted,1.0,0.4,8,0.4344294922744221,False,0.2780257759888519,0.6239090553298174,0.8172720941102241,536,182
GA,edge_weighted,1.0,0.4,9,0.43050968222669683,False,0.2189979846277682,0.5711104219569539,0.7420828673834696,482,171
GA,edge_weighted,1.0,0.4,10,0.6158228361179174,True,0.2308605666818286,0.5511164377284726,0.7985705384914601,537,183
GA,edge_weighted,1.0,0.4,11,0.5623907491338435,True,0.2521203788441284,0.6399430397414041,0.7842745263137489,492,168
GA,edge_weighted,1.0,0.4,12,0.24145098433709283,False,0.20961968384068588,0.6631493450069297,0.8213680721308173,492,185
GA,edge_weighted,1.0,0.4,13,0.28388868421946484,False,0.18188049262296382,0.5764410400920595,0.7421700961320179,540,195
GA,edge_weighted,1.0,0.45,0,0.7690249691073495,True,0.21078166979262022,0.4467254419893027,0.6906949642819855,677,234
GA,edge_weighted,1.0,0.45,1,0.7598389993803646,True,0.17273170123580003,0.4940533825513789,0.7167679386340328,505,181
GA,edge_weighted,1.0,0.45,2,0.4484570314031955,False,0.20993392185663767,0.483496954053457,0.7679557237718623,570,201
GA,edge_weighted,1.0,0.45,3,0.48089933470253793,False,0.1402366512871386,0.637140217401233,0.7163714766804157,597,213
GA,edge_weighted,1.0,0.45,4,0.450961203016164,False,0.12108864916991154,0.5135116428670871,0.6771294043127235,548,200
GA,edge_weighted,1.0,0.45,5,0.4336226907888022,False,0.27177137413601465,0.5775481603617109,0.7846708433046059,657,227
GA,edge_weighted,1.0,0.45,6,0.4768515791967187,False,0.16749655296313043,0.5146822805777754,0.6897865803914389,684,239
GA,edge_weighted,1.0,0.45,7,0.6042007933265547,True,0.19622694031132212,0.5542697876027343,0.7032147884508508,647,217
GA,edge_weighted,1.0,0.45,8,0.4344294922744221,False,0.2780257759888519,0.6239090553298174,0.8172720941102241,536,182
