GEOID,state,county,tract,total_pop,male,female,white_non_hispanic,black_non_hispanic,asian_non_hispanic,hispanic,other
08039961205,08,039,961205,2107,1081,1026,1736,10,8,216,137
08039961206,08,039,961206,3521,1734,1787,3010,15,31,267,198
08039961208,08,039,961208,3985,1962,2023,3393,10,27,306,249
08039961209,08,039,961209,2386,1203,1183,2124,7,8,134,113
08041000102,08,041,000102,3413,1687,1726,2465,83,33,584,248
08041000103,08,041,000103,3025,1402,1623,1950,215,88,536,236
08041000104,08,041,000104,3484,1691,1793,2503,161,80,502,238
08041000202,08,041,000202,4472,2285,2187,3144,171,64,753,340
08041000203,08,041,000203,4425,2260,2165,3212,144,94,672,303
08041000301,08,041,000301,3262,1612,1650,2141,101,40,776,204
08041000302,08,041,000302,4360,2248,2112,2652,242,76,1066,324
08041000400,08,041,000400,2486,1143,1343,1971,62,15,303,135
08041000500,08,041,000500,2016,959,1057,1637,36,28,207,108
08041000600,08,041,000600,3227,1572,1655,2310,98,28,545,246
08041000700,08,041,000700,3325,1599,1726,2179,260,45,594,247
08041000800,08,041,000800,2606,1232,1374,1908,94,24,400,180
08041000900,08,041,000900,2269,1058,1211,1884,28,18,197,142
08041001000,08,041,001000,2301,1059,1242,1973,19,16,158,135
08041001101,08,041,001101,1347,703,644,901,53,16,272,105
08041001104,08,041,001104,3349,1620,1729,2317,125,57,592,258
08041001301,08,041,001301,2203,1146,1057,1698,33,29,268,175
08041001302,08,041,001302,5392,2640,2752,3908,167,49,878,390
08041001400,08,041,001400,3365,1673,1692,2637,38,43,440,207
08041001500,08,041,001500,2453,1261,1192,1748,84,24,423,174
08041001600,08,041,001600,3648,1754,1894,2652,139,244,349,264
08041001700,08,041,001700,1733,841,892,1228,84,31,237,153
08041001800,08,041,001800,1967,924,1043,1578,27,24,226,112
08041001901,08,041,001901,2126,1026,1100,1451,86,19,387,183
08041001902,08,041,001902,2276,1110,1166,1197,219,36,631,193
08041002000,08,041,002000,6759,3442,3317,3920,479,135,1591,634
08041002101,08,041,002101,3972,2021,1951,2249,387,62,896,378
08041002102,08,041,002102,4989,2553,2436,2381,417,82,1744,365
08041002200,08,041,002200,2719,1356,1363,1678,225,44,571,201
08041002300,08,041,002300,2139,1275,864,1447,189,39,309,155
08041002401,08,041,002401,2807,1200,1607,2215,43,33,354,162
08041002402,08,041,002402,3512,1641,1871,2633,61,127,513,178
08041002501,08,041,002501,3550,1729,1821,3016,15,102,222,195
08041002502,08,041,002502,3754,1851,1903,2773,142,84,477,278
08041002700,08,041,002700,3172,1495,1677,1961,300,24,617,270
08039961207,08,039,961207,4045,2040,2005,3495,15,18,282,235
08039961204,08,039,961204,7999,4039,3960,6682,61,92,689,475
08031000401,08,031,000401,3174,1553,1621,2011,54,52,910,147
08031000301,08,031,000301,5779,2838,2941,4451,46,108,906,268
08031000302,08,031,000302,4412,2106,2306,3372,68,87,665,220
08031000303,08,031,000303,5479,2662,2817,4360,48,131,676,264
08031000403,08,031,000403,3682,1859,1823,2644,50,65,772,151
08031000404,08,031,000404,2956,1496,1460,2269,87,72,361,167
08031000501,08,031,000501,2014,984,1030,1552,20,37,294,111
08031000503,08,031,000503,2269,1069,1200,1285,83,124,656,121
08031000504,08,031,000504,3648,1839,1809,2582,80,96,651,239
08031000600,08,031,000600,4742,2525,2217,3385,93,151,879,234
08031000703,08,031,000703,2603,1350,1253,1591,108,47,724,133
08031000704,08,031,000704,2715,1400,1315,1410,113,56,1007,129
08031000705,08,031,000705,3134,1595,1539,1407,304,74,1171,178
08031000706,08,031,000706,2872,1549,1323,1291,195,117,1072,197
08031000800,08,031,000800,1127,481,646,149,351,37,501,89
08031000902,08,031,000902,5345,2702,2643,1351,77,86,3658,173
08031000903,08,031,000903,5780,3010,2770,1406,71,69,3998,236
08031000904,08,031,000904,4711,2440,2271,1134,194,46,3161,176
08031000905,08,031,000905,3269,1751,1518,1034,48,18,2069,100
08031001000,08,031,001000,3683,1809,1874,717,146,85,2573,162
08031001101,08,031,001101,2743,1394,1349,1272,160,47,1119,145
08031001102,08,031,001102,5274,2598,2676,3940,96,168,791,279
08031001301,08,031,001301,4834,2496,2338,1249,71,271,3048,195
08031001302,08,031,001302,3759,1963,1796,1065,49,72,2399,174
08031001401,08,031,001401,5935,2951,2984,1309,190,388,3857,191
08031001402,08,031,001402,4048,2096,1952,988,161,221,2492,186
08031001403,08,031,001403,3374,1816,1558,2213,116,80,753,212
08031001500,08,031,001500,4580,2482,2098,1616,393,52,2336,183
08031001601,08,031,001601,2995,1584,1411,1984,222,86,567,136
08031001602,08,031,001602,5167,2876,2291,3920,156,185,619,287
08031001603,08,031,001603,6613,3813,2800,4313,571,139,1156,434
08031001703,08,031,001703,3487,1783,1704,2901,46,109,263,168
08031001704,08,031,001704,2383,1291,1092,1668,98,233,235,149
08031001705,08,031,001705,4401,2394,2007,3434,85,207,380,295
08031001706,08,031,001706,2449,1461,988,1669,163,114,332,171
08031001707,08,031,001707,2478,1489,989,1763,99,143,338,135
08031001800,08,031,001800,3306,1805,1501,1876,185,112,929,204
08031001901,08,031,001901,3903,1985,1918,1445,592,119,1474,273
08069001707,08,069,001707,5472,2730,2742,4054,55,48,1002,313
08069001608,08,069,001608,7666,3817,3849,5821,62,718,603,462
08069001706,08,069,001706,6476,3120,3356,4876,68,82,1089,361
08069001708,08,069,001708,4109,2025,2084,3077,73,142,604,213
08069001710,08,069,001710,6888,3310,3578,5099,64,72,1216,437
08069001711,08,069,001711,3655,1800,1855,2821,25,59,513,237
08069001712,08,069,001712,4053,2033,2020,3442,21,37,370,183
08069001713,08,069,001713,4965,2509,2456,3902,41,93,659,270
08069001714,08,069,001714,7436,3718,3718,6264,60,143,629,340
08069001715,08,069,001715,5029,2302,2727,3956,35,97,619,322
08069001804,08,069,001804,3646,1830,1816,2839,14,25,541,227
08069001807,08,069,001807,5829,2873,2956,4732,26,69,717,285
08069001808,08,069,001808,5146,2555,2591,4484,21,58,307,276
08069001810,08,069,001810,5298,2464,2834,4303,44,57,623,271
08069001811,08,069,001811,2499,1213,1286,2140,22,19,198,120
08069001812,08,069,001812,6633,3264,3369,5681,31,72,500,349
08069001813,08,069,001813,5436,2578,2858,4350,64,139,594,289
08069001901,08,069,001901,3890,1903,1987,3122,28,23,524,193
08069001902,08,069,001902,4591,2223,2368,3724,31,49,576,211
08069001904,08,069,001904,2130,1080,1050,1914,6,16,83,111
08069001905,08,069,001905,1801,918,883,1618,3,7,94,79
08069002005,08,069,002005,5078,2549,2529,3846,31,36,855,310
08069002007,08,069,002007,3730,1874,1856,2994,51,39,436,210
08069002008,08,069,002008,4007,1959,2048,3170,39,43,513,242
08069002010,08,069,002010,2452,1244,1208,2186,3,24,122,117
08069002011,08,069,002011,5506,2730,2776,4776,19,50,402,259
08069002300,08,069,002300,3593,1833,1760,3070,23,63,245,192
08069002401,08,069,002401,1394,708,686,1248,9,2,69,66
08069002403,08,069,002403,1666,851,815,1430,2,11,107,116
08069002404,08,069,002404,1454,757,697,1296,15,7,68,68
08069002503,08,069,002503,2836,1411,1425,2430,12,12,231,151
08069002504,08,069,002504,2501,1273,1228,1592,17,20,760,112
08069002505,08,069,002505,7983,3983,4000,6556,49,339,582,457
08069002506,08,069,002506,3592,1759,1833,3134,25,61,237,135
08069002507,08,069,002507,4947,2547,2400,3916,19,28,690,294
08069002508,08,069,002508,7999,4021,3978,6150,72,48,1161,568
08001007801,08,001,007801,3936,2075,1861,598,636,896,1681,125
08001007802,08,001,007802,3893,2046,1847,488,702,315,2176,212
08001007900,08,001,007900,5490,2959,2531,1262,813,134,3006,275
08001008000,08,001,008000,6775,3459,3316,1880,863,280,3419,333
08001008100,08,001,008100,1378,720,658,783,146,201,180,68
08001008200,08,001,008200,6521,3618,2903,1488,907,387,3431,308
08001008308,08,001,008308,6714,3471,3243,1274,944,171,4081,244
08001008309,08,001,008309,4278,2132,2146,619,290,120,3163,86
08001008354,08,001,008354,4022,1985,2037,1052,1139,256,1272,303
08001008355,08,001,008355,4820,2483,2337,1443,528,127,2479,243
08001008401,08,001,008401,5537,2832,2705,3848,78,25,1238,348
08001008402,08,001,008402,5325,2738,2587,4089,35,49,882,270
08001008505,08,001,008505,7126,3659,3467,3859,90,146,2703,328
08001008506,08,001,008506,6460,3172,3288,3250,176,220,2414,400
08001008507,08,001,008507,6290,3229,3061,3428,72,142,2274,374
08001008508,08,001,008508,5558,2740,2818,3189,82,193,1726,368
08005086801,08,005,086801,4342,2122,2220,1909,1240,220,709,264
08005086600,08,005,086600,6842,3288,3554,5092,327,406,617,400
08005086700,08,005,086700,6707,3341,3366,4638,348,544,715,462
08005086802,08,005,086802,2909,1371,1538,1226,863,267,392,161
08005086900,08,005,086900,3251,1626,1625,1157,1018,232,613,231
08005087000,08,005,087000,5117,2438,2679,1876,1307,314,1288,332
08005087100,08,005,087100,2589,1177,1412,1215,575,118,532,149
08005087200,08,005,087200,4739,2332,2407,2618,713,387,708,313
08005087301,08,005,087301,4977,2541,2436,1955,1060,174,1421,367
08005087302,08,005,087302,2654,1316,1338,1409,356,109,618,162
08005980000,08,005,980000,130,56,74,86,6,7,15,16
08007940400,08,007,940400,1431,777,654,1097,3,12,205,114
08007974201,08,007,974201,1876,960,916,1529,1,2,195,149
08007974202,08,007,974202,4308,2120,2188,3246,8,58,739,257
08007974300,08,007,974300,3731,1860,1871,2703,20,20,738,250
08007974400,08,007,974400,2013,1007,1006,1600,9,9,282,113
08009964600,08,009,964600,1588,824,764,1340,6,1,136,105
08009964700,08,009,964700,1918,965,953,1576,13,7,210,112
08011966701,08,011,966701,2081,1737,344,1010,224,23,731,93
08011966702,08,011,966702,3569,1761,1808,2305,31,16,1029,188
08013012101,08,013,012101,4793,2346,2447,4215,19,97,219,243
08013012103,08,013,012103,3810,1888,1922,3042,31,123,384,230
08013012104,08,013,012104,2666,1296,1370,2209,21,75,216,145
08013012105,08,013,012105,6635,3319,3316,4025,56,330,1896,328
08013012106,08,013,012106,2800,1378,1422,2248,27,69,289,167
08013012107,08,013,012107,4200,2127,2073,3218,42,132,568,240
08013012201,08,013,012201,3482,1788,1694,3019,23,96,155,189
08013012204,08,013,012204,3462,1764,1698,2898,33,85,268,178
08013012205,08,013,012205,2938,1631,1307,2393,30,150,212,153
08089968200,08,089,968200,2743,1363,1380,1560,12,22,1043,106
08089968300,08,089,968300,3966,1923,2043,2307,34,39,1427,159
08089968400,08,089,968400,1013,503,510,664,1,0,302,46
08089968500,08,089,968500,1763,892,871,1310,1,3,386,63
08089968600,08,089,968600,5023,2474,2549,2048,63,23,2666,223
08091967601,08,091,967601,1339,685,654,1202,4,2,76,55
08091967602,08,091,967602,3535,1763,1772,3106,12,26,216,175
08093000101,08,093,000101,1642,873,769,1379,2,7,140,114
08093000102,08,093,000102,4432,2296,2136,3864,21,20,290,237
08093000200,08,093,000200,3688,1933,1755,3100,21,20,265,282
08093000300,08,093,000300,2770,1544,1226,2347,18,23,238,144
08093000400,08,093,000400,2375,1300,1075,2033,12,17,177,136
08093000500,08,093,000500,2483,1274,1209,2179,15,12,125,152
08095967600,08,095,967600,3074,1494,1580,1932,6,18,1063,55
08095967700,08,095,967700,1456,721,735,1314,4,4,92,42
08097000101,08,097,000101,3989,2063,1926,3416,26,54,341,152
08097000102,08,097,000102,3795,1987,1808,3010,15,34,604,132
08097000402,08,097,000402,2582,1338,1244,2033,22,57,369,101
08097000403,08,097,000403,2332,1181,1151,2020,11,42,170,89
08097000404,08,097,000404,2059,1017,1042,1747,13,46,171,82
08097000500,08,097,000500,2601,1336,1265,2207,7,47,237,103
08099000100,08,099,000100,1425,708,717,1094,4,1,278,48
08099000200,08,099,000200,2448,1239,1209,920,13,10,1375,130
08099000300,08,099,000300,4789,2305,2484,2803,61,12,1722,191
08099000600,08,099,000600,1406,713,693,794,2,8,525,77
08099000700,08,099,000700,1931,964,967,1075,3,0,780,73
08101000100,08,101,000100,2820,1343,1477,1481,50,24,1129,136
08101000200,08,101,000200,1906,958,948,654,41,7,1088,116
08101000300,08,101,000300,1495,764,731,778,238,19,419,41
08101000400,08,101,000400,2664,1320,1344,1272,42,8,1194,148
08013012206,08,013,012206,3319,1809,1510,2426,69,286,306,232
08013012207,08,013,012207,5467,2836,2631,3235,57,354,1548,273
08013012208,08,013,012208,2501,1349,1152,1947,21,154,230,149
08013012300,08,013,012300,7059,3815,3244,4873,189,1161,675,161
08013012401,08,013,012401,5878,2914,2964,4857,67,154,533,267
08013012501,08,013,012501,2472,1279,1193,1915,25,144,238,150
08013012505,08,013,012505,4251,2159,2092,3493,18,243,209,288
08013012507,08,013,012507,4404,2482,1922,3435,51,257,397,264
08087000300,08,087,000300,1805,941,864,956,28,2,753,66
08085966602,08,085,966602,4692,2355,2337,4065,12,32,345,238
08087000100,08,087,000100,2636,1347,1289,2243,2,5,308,78
08087000200,08,087,000200,3420,1738,1682,2576,22,14,661,147
08087000400,08,087,000400,4522,2248,2274,2225,199,28,1935,135
08087000500,08,087,000500,2636,1342,1294,998,289,15,1235,99
08087000600,08,087,000600,6374,3215,3159,2688,329,41,3148,168
08087000700,08,087,000700,5882,2840,3042,3388,65,41,2225,163
08087000800,08,087,000800,1836,922,914,1472,1,7,301,55
08089968000,08,089,968000,1653,788,865,1294,3,0,293,63
08089968100,08,089,968100,2529,1272,1257,830,20,11,1585,83
08005006200,08,005,006200,3096,1653,1443,2322,38,53,465,218
08005006300,08,005,006300,2655,1348,1307,2024,21,42,373,195
08005006400,08,005,006400,2995,1514,1481,2003,86,64,656,186
08005006501,08,005,006501,2133,1038,1095,1620,19,50,302,142
08005006502,08,005,006502,3302,1638,1664,2636,37,40,405,184
08005006601,08,005,006601,5531,2842,2689,3227,195,113,1638,358
08005006603,08,005,006603,3200,1532,1668,2627,31,48,308,186
08005006604,08,005,006604,3766,1808,1958,2584,68,95,795,224
08005006704,08,005,006704,4596,2306,2290,3993,40,176,187,200
08005006705,08,005,006705,1846,922,924,1602,18,51,80,95
08005006706,08,005,006706,5003,2364,2639,3953,57,358,400,235
08005006707,08,005,006707,4705,2364,2341,3702,98,268,382,255
08005006708,08,005,006708,5155,2541,2614,4223,62,263,321,286
08005006709,08,005,006709,5822,2870,2952,4555,79,469,378,341
08005006711,08,005,006711,4315,2149,2166,3498,41,222,356,198
08005006712,08,005,006712,1498,761,737,1301,11,79,53,54
08005006713,08,005,006713,1754,958,796,977,44,478,175,80
08005006808,08,005,006808,5650,2785,2865,4417,47,545,279,362
08005006815,08,005,006815,4617,2387,2230,2639,212,701,742,323
08005006854,08,005,006854,3194,1590,1604,1786,217,628,367,196
08005006857,08,005,006857,2233,1113,1120,1762,18,236,105,112
08005006000,08,005,006000,2708,1402,1306,1974,70,27,456,181
08005005800,08,005,005800,2591,1272,1319,2132,25,32,251,151
08005005951,08,005,005951,4362,2093,2269,3247,132,76,591,316
08005005952,08,005,005952,3848,1865,1983,2805,113,182,528,220
08005006100,08,005,006100,3308,1719,1589,2368,139,38,533,230
08005006859,08,005,006859,3561,1753,1808,2120,185,692,383,181
08005006860,08,005,006860,1742,806,936,1205,73,208,185,71
08005006861,08,005,006861,4220,2135,2085,2827,75,795,269,254
08005006862,08,005,006862,1810,872,938,1135,11,444,115,105
08005006863,08,005,006863,6669,3292,3377,3581,628,809,1118,533
08005006864,08,005,006864,3203,1972,1231,2076,358,358,300,111
08005007101,08,005,007101,6272,3201,3071,4842,63,40,995,332
08005007103,08,005,007103,1715,872,843,1226,26,13,341,109
08005007106,08,005,007106,6492,3195,3297,3822,584,628,976,482
08005007108,08,005,007108,3226,1710,1516,1767,327,178,672,282
08005007109,08,005,007109,2355,1194,1161,1158,342,211,490,154
08005007110,08,005,007110,7369,3707,3662,3551,1036,398,1883,501
08005082900,08,005,082900,5094,2548,2546,2225,741,321,1448,359
08005082600,08,005,082600,5968,2985,2983,1805,1507,244,1947,465
08005082700,08,005,082700,3586,1769,1817,1383,693,278,951,281
08005082800,08,005,082800,5352,2641,2711,2284,878,264,1578,348
08005083000,08,005,083000,4040,2025,2015,1932,532,619,709,248
08005083100,08,005,083100,7649,3748,3901,2939,1537,931,1658,584
08005083201,08,005,083201,6292,3143,3149,3410,675,714,986,507
08005083202,08,005,083202,3334,1698,1636,1832,412,218,597,275
08005083300,08,005,083300,4705,2265,2440,2504,723,301,889,288
08005083400,08,005,083400,7265,3665,3600,3794,935,491,1499,546
08005083500,08,005,083500,5541,2742,2799,2244,987,447,1450,413
08005083600,08,005,083600,3692,1787,1905,2065,373,232,746,276
08005083700,08,005,083700,4399,2020,2379,2993,314,405,407,280
08005083800,08,005,083800,3102,1505,1597,1602,550,237,501,212
08005083900,08,005,083900,3220,1465,1755,1936,365,194,482,243
08005084000,08,005,084000,2454,1246,1208,1386,185,118,580,185
08005084100,08,005,084100,4713,2362,2351,2441,693,215,946,418
08005084200,08,005,084200,3835,1924,1911,1959,399,127,1069,281
08005084300,08,005,084300,3636,1778,1858,1874,447,199,825,291
08005084400,08,005,084400,3213,1578,1635,1537,334,134,912,296
08005084500,08,005,084500,2914,1445,1469,1438,384,118,751,223
08005084600,08,005,084600,5508,2726,2782,3120,524,318,1129,417
08005084700,08,005,084700,4940,2523,2417,2825,471,252,1018,374
08005084800,08,005,084800,3519,1764,1755,2215,273,220,550,261
08005084900,08,005,084900,3243,1624,1619,2217,245,301,252,228
08005085000,08,005,085000,2704,1367,1337,1440,223,453,430,158
08005085100,08,005,085100,6770,3408,3362,3981,367,1377,599,446
08005085200,08,005,085200,3131,1539,1592,2237,82,338,233,241
08005085300,08,005,085300,2576,1261,1315,1521,224,347,311,173
08005085400,08,005,085400,4444,2177,2267,2886,333,313,557,355
08005085500,08,005,085500,5286,2662,2624,3637,338,353,588,370
08005085600,08,005,085600,3257,1605,1652,2192,162,406,354,143
08005085700,08,005,085700,4878,2421,2457,2614,446,231,1239,348
08005085800,08,005,085800,1712,840,872,1013,169,95,325,110
08005085900,08,005,085900,9218,4523,4695,4622,1197,1257,1504,638
08005086001,08,005,086001,4012,1940,2072,2375,341,348,652,296
08005086002,08,005,086002,3850,1925,1925,2119,457,315,671,288
08005086100,08,005,086100,4986,2521,2465,3055,422,368,840,301
08005086200,08,005,086200,6484,3235,3249,3977,485,663,895,464
08005086300,08,005,086300,4468,2252,2216,2556,347,566,656,343
08005086400,08,005,086400,2018,1034,984,1644,48,98,120,108
08005086500,08,005,086500,5351,2522,2829,3316,476,585,620,354
08059011724,08,059,011724,7559,3706,3853,6181,34,354,614,376
08059011720,08,059,011720,5147,2623,2524,4187,46,205,433,276
08059011721,08,059,011721,2719,1379,1340,2242,24,119,197,137
08059011723,08,059,011723,3310,1635,1675,2395,60,136,551,168
08059011725,08,059,011725,1740,876,864,1473,8,38,141,80
08059011726,08,059,011726,5767,2812,2955,4576,23,379,549,240
08059011727,08,059,011727,3735,1810,1925,2826,31,121,581,176
08059011728,08,059,011728,2713,1315,1398,2025,28,128,395,137
08059011729,08,059,011729,3815,1816,1999,2575,68,89,843,240
08059011730,08,059,011730,3706,1845,1861,2458,50,106,893,199
08059011731,08,059,011731,4364,2161,2203,3238,71,220,598,237
08059011732,08,059,011732,4466,2375,2091,3091,111,134,820,310
08059011733,08,059,011733,2339,1158,1181,1642,61,102,401,133
08059011803,08,059,011803,5275,2650,2625,2386,60,397,2184,248
08059011804,08,059,011804,4111,2034,2077,2194,38,279,1366,234
08059011806,08,059,011806,5320,2558,2762,2467,118,201,2251,283
08059011807,08,059,011807,2558,1207,1351,1654,49,160,548,147
08059011808,08,059,011808,2682,1387,1295,1481,73,80,875,173
08059011904,08,059,011904,3126,1536,1590,2027,77,120,733,169
08059011951,08,059,011951,4472,2132,2340,2661,81,423,1122,185
08059012022,08,059,012022,5540,2717,2823,4547,42,133,523,295
08059012023,08,059,012023,3453,1663,1790,2664,18,165,364,242
08059012024,08,059,012024,5750,2815,2935,4752,28,140,528,302
08059012026,08,059,012026,3495,1768,1727,3132,4,32,156,171
08059012027,08,059,012027,3114,1587,1527,2783,6,28,152,145
08059012030,08,059,012030,3842,1899,1943,3407,11,28,167,229
08059012031,08,059,012031,3779,1906,1873,3339,19,14,185,222
08059012032,08,059,012032,2647,1331,1316,2372,2,30,122,121
08059012033,08,059,012033,2821,1451,1370,2510,23,20,138,130
08059012034,08,059,012034,3999,1974,2025,3561,10,69,161,198
08059012035,08,059,012035,5161,2621,2540,4514,17,83,241,306
08059012036,08,059,012036,3729,1849,1880,3223,7,80,221,198
08059012037,08,059,012037,3466,1806,1660,3071,2,25,195,173
08059012038,08,059,012038,3605,1830,1775,2752,27,70,552,204
08059012039,08,059,012039,5272,2659,2613,4062,51,106,725,328
08059012041,08,059,012041,5682,2788,2894,4121,42,444,791,284
08059012042,08,059,012042,3935,1961,1974,3002,31,155,476,271
08059012043,08,059,012043,5878,2863,3015,4635,43,170,727,303
08059012044,08,059,012044,4057,2034,2023,3077,35,165,520,260
08059012045,08,059,012045,6017,3002,3015,4693,58,272,706,288
08059012046,08,059,012046,2327,1187,1140,1738,22,59,377,131
08059012047,08,059,012047,4180,2057,2123,3063,56,101,713,247
08031004406,08,031,004406,3965,1844,2121,2729,383,158,452,243
08031004403,08,031,004403,4274,2152,2122,1968,594,73,1356,283
08031004404,08,031,004404,5887,2976,2911,1792,1582,803,1394,316
08031004407,08,031,004407,4941,2346,2595,3053,628,198,734,328
08031004503,08,031,004503,4303,2114,2189,519,131,102,3419,132
08031004504,08,031,004504,3881,1917,1964,596,47,76,3022,140
08031004505,08,031,004505,4549,2302,2247,516,152,133,3593,155
08031004506,08,031,004506,3610,1820,1790,490,249,258,2477,136
08031004601,08,031,004601,5666,2864,2802,1573,78,167,3632,216
08031004602,08,031,004602,6688,3405,3283,1358,166,361,4601,202
08031004603,08,031,004603,5324,2734,2590,1889,46,230,2951,208
08031004700,08,031,004700,6172,3093,3079,2134,92,276,3420,250
08031004801,08,031,004801,3077,1520,1557,1321,33,134,1438,151
08031005001,08,031,005001,2869,1411,1458,1820,332,84,451,182
08031005003,08,031,005003,2744,1404,1340,1640,448,79,387,190
08031005004,08,031,005004,4687,2281,2406,2443,951,223,791,279
08031005102,08,031,005102,3506,1696,1810,2570,95,85,526,230
08031005104,08,031,005104,3470,1847,1623,2039,366,190,666,209
08031005200,08,031,005200,3338,1654,1684,2452,141,99,421,225
08031005300,08,031,005300,1859,848,1011,1378,89,90,208,94
08031005502,08,031,005502,1868,946,922,899,79,161,657,72
08031005503,08,031,005503,5071,2441,2630,2973,119,230,1516,233
08031006701,08,031,006701,4282,2158,2124,3092,157,293,485,255
08031006804,08,031,006804,3776,1888,1888,2847,180,214,359,176
08031006810,08,031,006810,5928,2907,3021,3396,933,303,893,403
08031006812,08,031,006812,3932,1852,2080,2992,144,166,404,226
08031006813,08,031,006813,4550,2233,2317,2161,1067,185,815,322
